112,1002 Ahmadnagar Manor,,Mxico,213,93026,3.71E+11,2/15/06 9:45
113,682 Junan Way,,North West,273,30418,6.22E+11,2/15/06 9:45
114,804 Elista Drive,,Hubei,159,61069,3.80E+11,2/15/06 9:45
115,1378 Alvorada Avenue,,Distrito Federal,102,75834,2.72E+11,2/15/06 9:45
116,793 Cam Ranh Avenue,,California,292,87057,8.24E+11,2/15/06 9:45
117,1079 Tel Aviv-Jaffa Boulevard,,Sucre,132,10885,3.58E+11,2/15/06 9:45
118,442 Rae Bareli Place,,Nordrhein-Westfalen,148,24321,8.87E+11,2/15/06 9:45
119,1107 Nakhon Sawan Avenue,,Mxico,365,75149,8.68E+11,2/15/06 9:45
120,544 Malm Parkway,,Central Java,403,63502,3.87E+11,2/15/06 9:45
121,1967 Sincelejo Place,,Gujarat,176,73644,5.78E+11,2/15/06 9:45
122,333 Goinia Way,,Texas,185,78625,9.09E+11,2/15/06 9:45
123,1987 Coacalco de Berriozbal Loop,,al-Qalyubiya,476,96065,7.88E+11,2/15/06 9:45
124,241 Mosul Lane,,Risaralda,147,76157,7.65E+11,2/15/06 9:45
125,211 Chiayi Drive,,Uttar Pradesh,164,58186,6.66E+11,2/15/06 9:45
126,1175 Tanauan Way,,Lima,305,64615,9.37E+11,2/15/06 9:45
127,117 Boa Vista Way,,Uttar Pradesh,566,6804,6.78E+11,2/15/06 9:45
128,848 Tafuna Manor,,Ktahya,281,45142,6.15E+11,2/15/06 9:45
129,569 Baicheng Lane,,Gauteng,85,60304,4.90E+11,2/15/06 9:45
130,1666 Qomsheh Drive,,So Paulo,410,66255,5.83E+11,2/15/06 9:45
131,801 Hagonoy Drive,,Smolensk,484,8439,2.37E+11,2/15/06 9:45
132,1050 Garden Grove Avenue,,Slaskie,236,4999,9.73E+11,2/15/06 9:45
133,1854 Tieli Street,,Shandong,302,15819,5.09E+11,2/15/06 9:45
134,758 Junan Lane,,Gois,190,82639,9.35E+11,2/15/06 9:45
135,1752 So Leopoldo Parkway,,Taka-Karpatia,345,14014,2.52E+11,2/15/06 9:45
136,898 Belm Manor,,Free State,87,49757,7.07E+11,2/15/06 9:45
137,261 Saint Louis Way,,Coahuila de Zaragoza,541,83401,3.22E+11,2/15/06 9:45
138,765 Southampton Drive,,al-Qalyubiya,421,4285,23712411567,2/15/06 9:45
139,943 Johannesburg Avenue,,Maharashtra,417,5892,90921003005,2/15/06 9:45
140,788 Atinsk Street,,Karnataka,211,81691,1.46E+11,2/15/06 9:45
141,1749 Daxian Place,,Gelderland,29,11044,9.63E+11,2/15/06 9:45
142,1587 Sullana Lane,,Inner Mongolia,207,85769,4.68E+11,2/15/06 9:45
143,1029 Dzerzinsk Manor,,Ynlin,542,57519,33173584456,2/15/06 9:45
144,1666 Beni-Mellal Place,,Tennessee,123,13377,9099941466,2/15/06 9:45
145,928 Jaffna Loop,,Hiroshima,172,93762,5.82E+11,2/15/06 9:45
146,483 Ljubertsy Parkway,,Scotland,149,60562,5.81E+11,2/15/06 9:45
147,374 Bat Yam Boulevard,,Kilis,266,97700,9.23E+11,2/15/06 9:45
148,1027 Songkhla Manor,,Minsk,340,30861,5.64E+11,2/15/06 9:45
149,999 Sanaa Loop,,Gauteng,491,3439,9.18E+11,2/15/06 9:45
150,879 Newcastle Way,,Michigan,499,90732,2.07E+11,2/15/06 9:45
151,1337 Lincoln Parkway,,Saitama,555,99457,5.98E+11,2/15/06 9:45
152,1952 Pune Lane,,Saint-Denis,442,92150,3.55E+11,2/15/06 9:45
153,782 Mosul Street,,Massachusetts,94,25545,8.86E+11,2/15/06 9:45
154,781 Shimonoseki Drive,,Michoacn de Ocampo,202,95444,6.32E+11,2/15/06 9:45
155,1560 Jelets Boulevard,,Shandong,291,77777,1.89E+11,2/15/06 9:45
156,1963 Moscow Place,,Assam,354,64863,7.61E+11,2/15/06 9:45
157,456 Escobar Way,,Jakarta Raya,232,36061,7.19E+11,2/15/06 9:45
158,798 Cianjur Avenue,,Shanxi,590,76990,4.99E+11,2/15/06 9:45
159,185 Novi Sad Place,,Bern,72,41778,9.04E+11,2/15/06 9:45
160,1367 Yantai Manor,,Ondo & Ekiti,381,21294,8.90E+11,2/15/06 9:45
161,1386 Nakhon Sawan Boulevard,,Pyongyang-si,420,53502,3.69E+11,2/15/06 9:45
162,369 Papeete Way,,North Carolina,187,66639,1.70E+11,2/15/06 9:45
163,1440 Compton Place,,North Austria,307,81037,9.31E+11,2/15/06 9:45
164,1623 Baha Blanca Manor,,Moskova,310,81511,1.50E+11,2/15/06 9:45
165,97 Shimoga Avenue,,Tel Aviv,533,44660,1.77E+11,2/15/06 9:45
166,1740 Le Mans Loop,,Pays de la Loire,297,22853,1.68E+11,2/15/06 9:45
167,1287 Xiangfan Boulevard,,Gifu,253,57844,8.19E+11,2/15/06 9:45
168,842 Salzburg Lane,,Adana,529,3313,6.97E+11,2/15/06 9:45
169,154 Tallahassee Loop,,Xinxiang,199,62250,9.36E+11,2/15/06 9:45
170,710 San Felipe del Progreso Avenue,,Lilongwe,304,76901,8.44E+11,2/15/06 9:45
171,1540 Wroclaw Drive,,Maharashtra,107,62686,1.82E+11,2/15/06 9:45
172,475 Atinsk Way,,Gansu,240,59571,2.02E+11,2/15/06 9:45
173,1294 Firozabad Drive,,Jiangxi,407,70618,1.62E+11,2/15/06 9:45
174,1877 Ezhou Lane,,Rajasthan,550,63337,2.65E+11,2/15/06 9:45
175,316 Uruapan Street,,Perak,223,58194,2.76E+11,2/15/06 9:45
176,29 Pyongyang Loop,,Batman,58,47753,7.35E+11,2/15/06 9:45
177,1010 Klerksdorp Way,,Steiermark,186,6802,4.93E+11,2/15/06 9:45
178,1848 Salala Boulevard,,Miranda,373,25220,48265851133,2/15/06 9:45
179,431 Xiangtan Avenue,,Kerala,18,4854,2.30E+11,2/15/06 9:45
180,757 Rustenburg Avenue,,Skikda,483,89668,5.06E+11,2/15/06 9:45
181,146 Johannesburg Way,,Tamaulipas,330,54132,9.54E+11,2/15/06 9:45
182,1891 Rizhao Boulevard,,So Paulo,456,47288,3.91E+11,2/15/06 9:45
183,1089 Iwatsuki Avenue,,Kirov,270,35109,8.66E+11,2/15/06 9:45
184,1410 Benin City Parkway,,Risaralda,405,29747,1.04E+11,2/15/06 9:45
185,682 Garden Grove Place,,Tennessee,333,67497,72136330362,2/15/06 9:45
186,533 al-Ayn Boulevard,,California,126,8862,6.62E+11,2/15/06 9:45
187,1839 Szkesfehrvr Parkway,,Gois,317,55709,9.47E+11,2/15/06 9:45
188,741 Ambattur Manor,,Noord-Brabant,438,43310,3.03E+11,2/15/06 9:45
189,927 Barcelona Street,,Chaharmahal va Bakht,467,65121,9.51E+11,2/15/06 9:45
190,435 0 Way,,West Bengali,195,74750,7.60E+11,2/15/06 9:45
191,140 Chiayi Parkway,,Sumy,506,38982,8.56E+11,2/15/06 9:45
192,1166 Changhwa Street,,Caraga,62,58852,6.51E+11,2/15/06 9:45
193,891 Novi Sad Manor,,Ontario,383,5379,2.48E+11,2/15/06 9:45
194,605 Rio Claro Parkway,,Tabora,513,49348,3.52E+11,2/15/06 9:45
195,1077 San Felipe de Puerto Plata Place,,Rostov-na-Donu,369,65387,8.13E+11,2/15/06 9:45
196,9 San Miguel de Tucumn Manor,,Uttar Pradesh,169,90845,9.56E+11,2/15/06 9:45
197,447 Surakarta Loop,,Nyanza,271,10428,9.41E+11,2/15/06 9:45
198,345 Oshawa Boulevard,,Tokyo-to,204,32114,1.04E+11,2/15/06 9:45
199,1792 Valle de la Pascua Place,,Nordrhein-Westfalen,477,15540,4.19E+11,2/15/06 9:45
200,1074 Binzhou Manor,,Baden-Wrttemberg,325,36490,3.31E+11,2/15/06 9:45
201,817 Bradford Loop,,Jiangsu,109,89459,2.64E+11,2/15/06 9:45
202,955 Bamenda Way,,Ondo & Ekiti,218,1545,7.68E+11,2/15/06 9:45
203,1149 A Corua (La Corua) Boulevard,,Haiphong,194,95824,4.71E+11,2/15/06 9:45
204,387 Mwene-Ditu Drive,,Ahal,35,8073,7.64E+11,2/15/06 9:45
205,68 Molodetno Manor,,Nordrhein-Westfalen,575,4662,1.47E+11,2/15/06 9:45
206,642 Nador Drive,,Maharashtra,77,3924,3.69E+11,2/15/06 9:45
207,1688 Nador Lane,,Sulawesi Utara,184,61613,6.52E+11,2/15/06 9:45
208,1215 Pyongyang Parkway,,Usak,557,25238,6.46E+11,2/15/06 9:45
209,1679 Antofagasta Street,,Alto Paran,122,86599,9.06E+11,2/15/06 9:45
210,1304 s-Hertogenbosch Way,,Santa Catarina,83,10925,90336226227,2/15/06 9:45
211,850 Salala Loop,,Kitaa,371,10800,4.03E+11,2/15/06 9:45
212,624 Oshawa Boulevard,,West Bengali,51,89959,49677664184,2/15/06 9:45
213,43 Dadu Avenue,,Rajasthan,74,4855,95666951770,2/15/06 9:45
214,751 Lima Loop,,Aden,7,99405,7.56E+11,2/15/06 9:45
215,1333 Haldia Street,,Jilin,174,82161,4.08E+11,2/15/06 9:45
216,660 Jedda Boulevard,,Washington,65,25053,1.69E+11,2/15/06 9:45
217,1001 Miyakonojo Lane,,Taizz,518,67924,5.84E+11,2/15/06 9:45
218,226 Brest Manor,,California,508,2299,7.86E+11,2/15/06 9:45
219,1229 Valencia Parkway,,Haskovo,498,99124,3.53E+11,2/15/06 9:45
220,1201 Qomsheh Manor,,Gois,28,21464,8.73E+11,2/15/06 9:45
221,866 Shivapuri Manor,,Uttar Pradesh,448,22474,7.79E+11,2/15/06 9:45
222,1168 Najafabad Parkway,,Kabol,251,40301,8.87E+11,2/15/06 9:45
223,1244 Allappuzha (Alleppey) Place,,Buenos Aires,567,20657,9.92E+11,2/15/06 9:45
224,1842 Luzinia Boulevard,,Zanzibar West,593,94420,7.07E+11,2/15/06 9:45
225,1926 Gingoog Street,,Sisilia,511,22824,4.70E+11,2/15/06 9:45
226,810 Palghat (Palakkad) Boulevard,,Jaroslavl,235,73431,5.16E+11,2/15/06 9:45
227,1820 Maring Parkway,,Punjab,324,88307,99760893676,2/15/06 9:45
228,60 Poos de Caldas Street,,Rajasthan,243,82338,9.63E+11,2/15/06 9:45
229,1014 Loja Manor,,Tamil Nadu,22,66851,4.61E+11,2/15/06 9:45
230,201 Effon-Alaiye Way,,Asuncin,37,64344,6.84E+11,2/15/06 9:45
231,430 Alessandria Loop,,Saarland,439,47446,6.70E+11,2/15/06 9:45
232,754 Valencia Place,,Phnom Penh,406,87911,5.94E+11,2/15/06 9:45
233,356 Olomouc Manor,,Gois,26,93323,22326410776,2/15/06 9:45
234,1256 Bislig Boulevard,,Botosani,86,50598,4.79E+11,2/15/06 9:45
235,954 Kimchon Place,,West Bengali,559,42420,5.41E+11,2/15/06 9:45
236,885 Yingkou Manor,,Kaduna,596,31390,5.89E+11,2/15/06 9:45
237,1736 Cavite Place,,Qina,216,98775,4.32E+11,2/15/06 9:45
238,346 Skikda Parkway,,Hawalli,233,90628,6.30E+11,2/15/06 9:45
239,98 Stara Zagora Boulevard,,Valle,96,76448,6.10E+11,2/15/06 9:45
240,1479 Rustenburg Boulevard,,Southern Tagalog,527,18727,7.28E+11,2/15/06 9:45
241,647 A Corua (La Corua) Street,,Chollanam,357,36971,7.93E+11,2/15/06 9:45
242,1964 Gijn Manor,,Karnataka,473,14408,9.18E+11,2/15/06 9:45
243,47 Syktyvkar Lane,,West Java,118,22236,63937119031,2/15/06 9:45
244,1148 Saarbrcken Parkway,,Fukushima,226,1921,1.38E+11,2/15/06 9:45
245,1103 Bilbays Parkway,,Hubei,578,87660,2.80E+11,2/15/06 9:45
246,1246 Boksburg Parkway,,Hebei,422,28349,8.90E+11,2/15/06 9:45
247,1483 Pathankot Street,,Tucumn,454,37288,6.86E+11,2/15/06 9:45
248,582 Papeete Loop,,Central Visayas,294,27722,5.70E+11,2/15/06 9:45
249,300 Junan Street,,Kyonggi,553,81314,8.90E+11,2/15/06 9:45
250,829 Grand Prairie Way,,Paran,328,6461,7.41E+11,2/15/06 9:45
251,1473 Changhwa Parkway,,Mxico,124,75933,2.67E+11,2/15/06 9:45
252,1309 Weifang Street,,Florida,520,57338,4.36E+11,2/15/06 9:45
253,1760 Oshawa Manor,,Tianjin,535,38140,56257502250,2/15/06 9:45
254,786 Stara Zagora Way,,Oyo & Osun,390,98332,7.16E+11,2/15/06 9:45
255,1966 Tonghae Street,,Anhalt Sachsen,198,36481,5.67E+11,2/15/06 9:45
256,1497 Yuzhou Drive,,England,312,3433,2.47E+11,2/15/06 9:45
258,752 Ondo Loop,,Miyazaki,338,32474,1.35E+11,2/15/06 9:45
259,1338 Zalantun Lane,,Minas Gerais,413,45403,8.41E+11,2/15/06 9:45
260,127 Iwakuni Boulevard,,Central Luzon,192,20777,9.87E+11,2/15/06 9:45
261,51 Laredo Avenue,,Sagaing,342,68146,8.85E+11,2/15/06 9:45
262,771 Yaound Manor,,Sofala,64,86768,2.45E+11,2/15/06 9:45
263,532 Toulon Street,,Santiago,460,69517,46871694740,2/15/06 9:45
264,1027 Banjul Place,,West Bengali,197,50390,5.38E+11,2/15/06 9:45
265,1158 Mandi Bahauddin Parkway,,Shanxi,136,98484,2.77E+11,2/15/06 9:45
266,862 Xintai Lane,,Cagayan Valley,548,30065,2.65E+11,2/15/06 9:45
267,816 Cayenne Parkway,,Manab,414,93629,2.83E+11,2/15/06 9:45
268,1831 Nam Dinh Loop,,National Capital Reg,323,51990,3.23E+11,2/15/06 9:45
269,446 Kirovo-Tepetsk Lane,,Osaka,203,19428,3.04E+11,2/15/06 9:45
270,682 Halisahar Place,,Severn Morava,378,20536,4.76E+11,2/15/06 9:45
271,1587 Loja Manor,,Salzburg,447,5410,6.22E+11,2/15/06 9:45
272,1762 Paarl Parkway,,Hunan,298,53928,1.92E+11,2/15/06 9:45
273,1519 Ilorin Place,,Kerala,395,49298,3.57E+11,2/15/06 9:45
274,920 Kumbakonam Loop,,California,446,75090,6.85E+11,2/15/06 9:45
275,906 Goinia Way,,Wielkopolskie,255,83565,7.02E+11,2/15/06 9:45
276,1675 Xiangfan Manor,,Tamil Nadu,283,11763,2.71E+11,2/15/06 9:45
277,85 San Felipe de Puerto Plata Drive,,Shandong,584,46063,1.71E+11,2/15/06 9:45
278,144 South Hill Loop,,Guanajuato,445,2012,45387294817,2/15/06 9:45
279,1884 Shikarpur Avenue,,Haryana,263,85548,9.60E+11,2/15/06 9:45
280,1980 Kamjanets-Podilskyi Street,,Illinois,404,89502,8.74E+11,2/15/06 9:45
281,1944 Bamenda Way,,Michigan,573,24645,75975221996,2/15/06 9:45
282,556 Baybay Manor,,Oyo & Osun,374,55802,3.64E+11,2/15/06 9:45
283,457 Tongliao Loop,,Bursa,222,56254,8.81E+11,2/15/06 9:45
284,600 Bradford Street,,East Azerbaidzan,514,96204,1.18E+11,2/15/06 9:45
285,1006 Santa Brbara dOeste Manor,,Ondo & Ekiti,389,36229,85059738746,2/15/06 9:45
286,1308 Sumy Loop,,Fujian,175,30657,5.83E+11,2/15/06 9:45
287,1405 Chisinau Place,,Ponce,411,8160,62781725285,2/15/06 9:45
288,226 Halifax Street,,Xinxiang,277,58492,7.91E+11,2/15/06 9:45
289,1279 Udine Parkway,,Edo & Delta,69,75860,1.95E+11,2/15/06 9:45
290,1336 Benin City Drive,,Shiga,386,46044,3.41E+11,2/15/06 9:45
291,1155 Liaocheng Place,,Oyo & Osun,152,22650,5.58E+11,2/15/06 9:45
292,1993 Tabuk Lane,,Tamil Nadu,522,64221,6.48E+11,2/15/06 9:45
293,86 Higashiosaka Lane,,Guanajuato,563,33768,9.57E+11,2/15/06 9:45
294,1912 Allende Manor,,Kowloon and New Kowl,279,58124,1.72E+11,2/15/06 9:45
295,544 Tarsus Boulevard,,Gurico,562,53145,892523334,2/15/06 9:45
296,1936 Cuman Avenue,,Virginia,433,61195,9.77E+11,2/15/06 9:45
297,1192 Tongliao Street,,Sharja,470,19065,3.51E+11,2/15/06 9:45
298,44 Najafabad Way,,Baskimaa,146,61391,96604821070,2/15/06 9:45
299,32 Pudukkottai Lane,,Ohio,140,38834,9.67E+11,2/15/06 9:45
300,661 Chisinau Lane,,Pietari,274,8856,8.16E+11,2/15/06 9:45
301,951 Stara Zagora Manor,,Punjab,400,98573,4.30E+11,2/15/06 9:45
302,922 Vila Velha Loop,,Maharashtra,9,4085,5.11E+11,2/15/06 9:45
303,898 Jining Lane,,Pohjois-Pohjanmaa,387,40070,1.62E+11,2/15/06 9:45
304,1635 Kuwana Boulevard,,Hiroshima,205,52137,7.11E+11,2/15/06 9:45
305,41 El Alto Parkway,,Maharashtra,398,56883,51917807050,2/15/06 9:45
306,1883 Maikop Lane,,Kaliningrad,254,68469,96110042435,2/15/06 9:45
307,1908 Gaziantep Place,,Liaoning,536,58979,1.08E+11,2/15/06 9:45
308,687 Alessandria Parkway,,Sanaa,455,57587,4.07E+11,2/15/06 9:45
309,827 Yuncheng Drive,,Callao,99,79047,5.04E+11,2/15/06 9:45
310,913 Coacalco de Berriozbal Loop,,Texas,33,42141,2.62E+11,2/15/06 9:45
311,715 So Bernardo do Campo Lane,,Kedah,507,84804,1.81E+11,2/15/06 9:45
312,1354 Siegen Street,,Rio de Janeiro,25,80184,5.73E+11,2/15/06 9:45
313,1191 Sungai Petani Boulevard,,Missouri,262,9668,9.83E+11,2/15/06 9:45
314,1224 Huejutla de Reyes Boulevard,,Lombardia,91,70923,8.06E+11,2/15/06 9:45
315,543 Bergamo Avenue,,Minas Gerais,215,59686,1.04E+11,2/15/06 9:45
316,746 Joliet Lane,,Kursk,286,94878,6.88E+11,2/15/06 9:45
317,780 Kimberley Way,,Tabuk,515,17032,8.24E+11,2/15/06 9:45
318,1774 Yaound Place,,Hubei,166,91400,6.13E+11,2/15/06 9:45
319,1957 Yantai Lane,,So Paulo,490,59255,7.05E+11,2/15/06 9:45
320,1542 Lubumbashi Boulevard,,Tel Aviv,57,62472,5.09E+11,2/15/06 9:45
321,651 Pathankot Loop,,Maharashtra,336,59811,1.39E+11,2/15/06 9:45
322,1359 Zhoushan Parkway,,Streymoyar,545,29763,46568045367,2/15/06 9:45
323,1769 Iwaki Lane,,Kujawsko-Pomorskie,97,25787,5.56E+11,2/15/06 9:45
324,1145 Vilnius Manor,,Mxico,451,73170,6.75E+11,2/15/06 9:45
325,1892 Nabereznyje Telny Lane,,Tutuila,516,28396,4.78E+11,2/15/06 9:45
326,470 Boksburg Street,,Central,81,97960,9.08E+11,2/15/06 9:45
