17,UUGPME,UWWRKPPQOD,1436497137 Dell Way,\N,PASNVNC,MO,55931,US,1,UWWRKPPQOD@dell.com,1436497137,5,4.46193E+15,2011/06,user17,password,28,60000,F
18,KASOVP,LMZBBQPFFQ,4002123087 Dell Way,\N,YTMLWYY,VA,79031,US,1,LMZBBQPFFQ@dell.com,4002123087,3,2.97222E+15,2010/12,user18,password,52,100000,M
19,ELUTXG,TZIKOOQEMJ,6334227072 Dell Way,\N,RXFPWCJ,GA,68186,US,1,TZIKOOQEMJ@dell.com,6334227072,4,6.36706E+15,2008/07,user19,password,59,40000,F
20,IAYPUX,YELMUQZEHW,7467996902 Dell Way,\N,JXTMHYD,UT,66087,US,1,YELMUQZEHW@dell.com,7467996902,5,2.6566E+15,2009/03,user20,password,32,80000,F
21,DFYAED,MQXCPBKMLH,9981729052 Dell Way,\N,GXOEALV,PA,42074,US,1,MQXCPBKMLH@dell.com,9981729052,1,5.71194E+15,2009/08,user21,password,69,40000,M
22,QIBTUS,RXITHVEPBC,5221450049 Dell Way,\N,EGDPBXY,AR,93269,US,1,RXITHVEPBC@dell.com,5221450049,2,6.2831E+15,2008/08,user22,password,52,100000,M
23,NPSFGQ,NAYJFNKHRQ,8606105897 Dell Way,\N,LGSIFTG,NY,11455,US,1,NAYJFNKHRQ@dell.com,8606105897,5,6.40686E+15,2009/09,user23,password,56,100000,F
24,GBNXPN,VYTIJBAAMH,1759698957 Dell Way,\N,SVNMCEM,WA,13905,US,1,VYTIJBAAMH@dell.com,1759698957,2,7.40219E+15,2011/02,user24,password,88,100000,F
25,MTUAPT,TXCUYCHGVC,7232171147 Dell Way,\N,THEYTCZ,TX,40738,US,1,TXCUYCHGVC@dell.com,7232171147,3,4.90958E+15,2011/04,user25,password,61,20000,F
26,JDRCWP,FRNIYTDANK,1757661798 Dell Way,\N,FLEILAQ,CT,51575,US,1,FRNIYTDANK@dell.com,1757661798,4,8.07339E+15,2011/11,user26,password,81,20000,F
27,NEYCKP,QSOKVPXFUJ,6716835282 Dell Way,\N,JCVKTYW,TN,74298,US,1,QSOKVPXFUJ@dell.com,6716835282,3,6.62192E+15,2010/07,user27,password,67,20000,M
28,PDDFUV,TERICXCMHF,6049066172 Dell Way,\N,HRYFNUY,DC,36514,US,1,TERICXCMHF@dell.com,6049066172,4,8.86072E+15,2009/09,user28,password,63,100000,M
29,UAPQTU,HBWEEJLJQC,3449703700 Dell Way,\N,IWPCUTK,LA,45481,US,1,HBWEEJLJQC@dell.com,3449703700,3,1.61411E+15,2012/06,user29,password,82,80000,F
30,MHFGOH,DTMMFWDHEA,2016678561 Dell Way,\N,XHVQREB,WI,79755,US,1,DTMMFWDHEA@dell.com,2016678561,5,2.86531E+15,2012/07,user30,password,66,60000,M
31,XSKFVE,RIJNLQSLOA,4837704029 Dell Way,\N,GESLGQF,KY,56291,US,1,RIJNLQSLOA@dell.com,4837704029,2,1.4542E+15,2008/10,user31,password,82,100000,M
32,HEJLWR,UKDLCPZCWE,1184575169 Dell Way,\N,UIKLNTZ,WI,17967,US,1,UKDLCPZCWE@dell.com,1184575169,1,9.08095E+15,2012/01,user32,password,48,20000,F
33,UQBLKL,PVOFURBZMJ,1806894893 Dell Way,\N,JYXCXWE,VT,93580,US,1,PVOFURBZMJ@dell.com,1806894893,5,9.71555E+15,2010/01,user33,password,31,40000,M
34,GTASJW,HORYQQLAZJ,7282866423 Dell Way,\N,YCGUHES,MA,10625,US,1,HORYQQLAZJ@dell.com,7282866423,5,1.10513E+15,2012/03,user34,password,64,20000,M
35,RWHOEV,FCLWOLWXKY,4409192440 Dell Way,\N,EEGJXQJ,NJ,56565,US,1,FCLWOLWXKY@dell.com,4409192440,3,7.24682E+15,2008/08,user35,password,63,80000,M
36,XGRSMU,EIIQEGADKF,3021789304 Dell Way,\N,KUDADTN,MT,32229,US,1,EIIQEGADKF@dell.com,3021789304,3,9.0735E+15,2012/03,user36,password,48,80000,F
37,CMYWQG,FHLLHPWNZQ,5803405046 Dell Way,\N,QZUKNIQ,OR,87777,US,1,FHLLHPWNZQ@dell.com,5803405046,3,1.89666E+15,2012/04,user37,password,60,20000,M
38,NYLUDS,GPAVMNUDEU,2906073166 Dell Way,\N,YOHGFAC,OR,65430,US,1,GPAVMNUDEU@dell.com,2906073166,4,9.45684E+15,2011/09,user38,password,71,40000,M
39,ECUWIJ,WDWKYZOSXC,6284773018 Dell Way,\N,AEIAGAQ,MO,74187,US,1,WDWKYZOSXC@dell.com,6284773018,2,4.91266E+15,2009/07,user39,password,23,60000,M
40,WIZGFD,CPBCDTZGTD,7725075074 Dell Way,\N,OUKPLXI,AL,24179,US,1,CPBCDTZGTD@dell.com,7725075074,2,7.57609E+15,2012/10,user40,password,46,80000,F
41,JYINBY,ODBICICGXX,5021884093 Dell Way,\N,RMJOUKS,NC,76640,US,1,ODBICICGXX@dell.com,5021884093,2,6.02378E+15,2012/01,user41,password,69,40000,F
42,BSBZHE,AQHJTNGQFT,7225708050 Dell Way,\N,ATNKMCD,WA,51342,US,1,AQHJTNGQFT@dell.com,7225708050,4,5.74144E+15,2009/12,user42,password,56,60000,M
43,PKATLQ,AUKOBAUUAO,4599311991 Dell Way,\N,ILAKOYW,ID,74576,US,1,AUKOBAUUAO@dell.com,4599311991,4,7.36296E+15,2012/02,user43,password,49,60000,F
44,LGYCHT,MWUNQPOEYZ,6118785825 Dell Way,\N,FINDFUW,NJ,49850,US,1,MWUNQPOEYZ@dell.com,6118785825,3,5.78996E+15,2012/01,user44,password,20,60000,F
45,ZNPSZM,NNCDBHBAMK,3934871591 Dell Way,\N,OQPJMFU,AR,78641,US,1,NNCDBHBAMK@dell.com,3934871591,1,8.39658E+15,2009/06,user45,password,28,40000,M
46,TBZFPM,ISOQTOCDDS,5928516639 Dell Way,\N,TMFZGGS,NH,38220,US,1,ISOQTOCDDS@dell.com,5928516639,5,8.14378E+15,2011/04,user46,password,75,60000,F
47,URXHAP,VQJJTNNMGZ,1468092885 Dell Way,\N,RFGYYVG,MO,79543,US,1,VQJJTNNMGZ@dell.com,1468092885,1,1.43943E+15,2012/08,user47,password,45,80000,F
48,HXIXSY,GCSTPEAPVF,5164479008 Dell Way,\N,VUEQBRK,CO,85154,US,1,GCSTPEAPVF@dell.com,5164479008,5,5.14582E+15,2012/07,user48,password,73,20000,F
49,CAFAHI,TAYXBNTGIN,4483097562 Dell Way,\N,LZPCJRY,TX,65999,US,1,TAYXBNTGIN@dell.com,4483097562,4,2.76785E+15,2008/10,user49,password,67,40000,M
50,XGCFAD,DXERQLZEWY,3309250755 Dell Way,\N,TYILWEB,ID,87593,US,1,DXERQLZEWY@dell.com,3309250755,3,7.01622E+15,2012/08,user50,password,53,100000,M
51,PBXSEV,WWMHVQDUKC,8443500542 Dell Way,\N,DWZHXGE,DE,70302,US,1,WWMHVQDUKC@dell.com,8443500542,1,3.86372E+15,2009/12,user51,password,35,100000,M
52,EPEZLA,LTVCXQNZTJ,3004564116 Dell Way,\N,ZBGGFLX,AL,57677,US,1,LTVCXQNZTJ@dell.com,3004564116,2,5.14691E+15,2010/03,user52,password,49,80000,M
53,PPHQAA,MDYCQYVZXX,7102610410 Dell Way,\N,GDCRBDF,ID,52077,US,1,MDYCQYVZXX@dell.com,7102610410,4,7.40291E+15,2008/05,user53,password,58,80000,M
54,WIZWUC,VXTTSTQPZU,1023603196 Dell Way,\N,SRVVXDH,NE,86106,US,1,VXTTSTQPZU@dell.com,1023603196,4,2.66828E+15,2010/05,user54,password,26,60000,M
55,BHNECK,XVDQMTQHMH,3574669247 Dell Way,\N,DHFGOUC,NE,51427,US,1,XVDQMTQHMH@dell.com,3574669247,1,8.77465E+15,2009/07,user55,password,61,60000,M
56,DQXOOT,REGLVOXDRF,4761523925 Dell Way,\N,IYUCBJO,KS,53642,US,1,REGLVOXDRF@dell.com,4761523925,4,1.167E+15,2008/03,user56,password,79,20000,M
57,TSKNJP,UVKITNAYWY,6110351941 Dell Way,\N,SYABMIO,VT,15705,US,1,UVKITNAYWY@dell.com,6110351941,5,3.40821E+15,2010/01,user57,password,26,20000,M
58,NRECLZ,NUTBURXTJV,4833048217 Dell Way,\N,TLICZGE,ND,25277,US,1,NUTBURXTJV@dell.com,4833048217,5,3.22917E+15,2010/02,user58,password,19,20000,M
59,EEGERB,XSWOPPYLJK,4842132323 Dell Way,\N,UMKAQZE,AR,94176,US,1,XSWOPPYLJK@dell.com,4842132323,3,1.60926E+15,2010/08,user59,password,82,80000,M
60,DUNFRG,BGWRFHAPBM,9649127091 Dell Way,\N,ZBCYGEX,NY,77389,US,1,BGWRFHAPBM@dell.com,9649127091,1,4.61154E+15,2012/09,user60,password,34,100000,M
61,TEFZGL,VXQCXGEKGG,8449346521 Dell Way,\N,NFNRCEL,AR,37621,US,1,VXQCXGEKGG@dell.com,8449346521,5,1.47679E+15,2008/11,user61,password,60,80000,F
62,UTHGOF,WRDDWNJCBO,2219900888 Dell Way,\N,PSQUDRC,WV,61548,US,1,WRDDWNJCBO@dell.com,2219900888,1,5.04876E+15,2011/10,user62,password,55,60000,M
63,VTDAQU,DTQRCTSRIL,1055097560 Dell Way,\N,HCPZFOO,KS,64664,US,1,DTQRCTSRIL@dell.com,1055097560,1,4.8104E+15,2010/07,user63,password,90,40000,F
64,DJYXMR,OEUIWLRITU,5734550591 Dell Way,\N,XSZMHHC,IL,41518,US,1,OEUIWLRITU@dell.com,5734550591,5,9.14587E+15,2010/02,user64,password,32,80000,M
65,DOAUDE,PLBACKUWHM,4563891355 Dell Way,\N,VUUDXBM,MI,89266,US,1,PLBACKUWHM@dell.com,4563891355,5,1.29833E+15,2010/07,user65,password,57,80000,F
66,ONGTCS,UDVEXRMKNH,2559052903 Dell Way,\N,ERFGEQD,ND,62223,US,1,UDVEXRMKNH@dell.com,2559052903,1,2.4502E+15,2011/11,user66,password,39,40000,F
67,OANHVR,CAOUMZIUEZ,4337782111 Dell Way,\N,ZLDQOSF,OR,87650,US,1,CAOUMZIUEZ@dell.com,4337782111,3,7.69951E+15,2011/09,user67,password,29,40000,M
68,RNOIPO,XKBWSWASWL,2521982461 Dell Way,\N,WMAORTL,AZ,29353,US,1,XKBWSWASWL@dell.com,2521982461,4,9.54618E+15,2009/12,user68,password,69,100000,F
69,GICVFN,XCFTCYPOUC,5621417868 Dell Way,\N,PIUJUVO,WA,61844,US,1,XCFTCYPOUC@dell.com,5621417868,2,5.9082E+15,2009/04,user69,password,20,60000,M
70,DIUQFW,WYZUOOOQDX,4579724741 Dell Way,\N,LMRHBQW,ND,90023,US,1,WYZUOOOQDX@dell.com,4579724741,4,2.27086E+15,2010/03,user70,password,69,60000,M
71,MFTJBS,IWHWKYZIJM,7151078438 Dell Way,\N,AQNQNCO,VA,86660,US,1,IWHWKYZIJM@dell.com,7151078438,2,1.90948E+15,2009/11,user71,password,66,100000,F
72,LGDDOA,LLKJKTTXUK,5076143849 Dell Way,\N,KLXNZVJ,NV,22494,US,1,LLKJKTTXUK@dell.com,5076143849,1,1.29462E+15,2008/12,user72,password,27,60000,F
73,HRTHDE,SNPLGMGRXR,5940442139 Dell Way,\N,OKQJTHN,GA,42285,US,1,SNPLGMGRXR@dell.com,5940442139,2,3.68064E+15,2011/11,user73,password,52,100000,M
74,FGRJYE,YKLKQCIHRS,9144738893 Dell Way,\N,YAMGORP,CO,97924,US,1,YKLKQCIHRS@dell.com,9144738893,4,8.46601E+15,2009/09,user74,password,45,60000,M
75,AYXFXH,QIYSQFJJEK,3559184079 Dell Way,\N,VKZMABL,WA,86608,US,1,QIYSQFJJEK@dell.com,3559184079,2,6.2607E+15,2011/11,user75,password,58,80000,M
76,LXTTNB,RGSXQBBBWM,5843842130 Dell Way,\N,AJNCULY,CA,77025,US,1,RGSXQBBBWM@dell.com,5843842130,4,6.73105E+15,2008/06,user76,password,53,60000,F
77,FIWHZC,ZXTBZUYMVH,8203956428 Dell Way,\N,ZYCKXEE,ME,91924,US,1,ZXTBZUYMVH@dell.com,8203956428,3,4.09147E+15,2009/01,user77,password,67,60000,F
78,NUJQUH,KWGFUTABSZ,5901074984 Dell Way,\N,DDWHHHF,CA,83709,US,1,KWGFUTABSZ@dell.com,5901074984,2,9.04958E+15,2009/11,user78,password,38,80000,M
79,RKMYUI,FZCYADRAHU,8947035148 Dell Way,\N,WOCETEZ,IN,60391,US,1,FZCYADRAHU@dell.com,8947035148,3,5.01984E+15,2008/04,user79,password,27,100000,M
80,QULYZL,BYMFPMMKJA,7038885902 Dell Way,\N,MNURNCF,MD,66172,US,1,BYMFPMMKJA@dell.com,7038885902,3,9.08624E+15,2012/05,user80,password,59,60000,F
81,AJEMKC,ZPSLCCVCPI,5684336516 Dell Way,\N,XGWZMGQ,DC,85073,US,1,ZPSLCCVCPI@dell.com,5684336516,5,3.07125E+15,2008/05,user81,password,47,20000,M
82,OPEROU,KAWNVYDEWJ,4250067926 Dell Way,\N,AWWHMAD,WY,98473,US,1,KAWNVYDEWJ@dell.com,4250067926,1,4.28225E+15,2011/03,user82,password,26,40000,M
83,HAJBLJ,XZEWCJSMJP,7328085613 Dell Way,\N,IRBJVBI,DE,23592,US,1,XZEWCJSMJP@dell.com,7328085613,5,4.18798E+15,2012/04,user83,password,29,20000,F
84,NDTWBS,BYVKQHUGPM,8804140647 Dell Way,\N,HZHJHLN,AK,45455,US,1,BYVKQHUGPM@dell.com,8804140647,5,7.08093E+15,2008/12,user84,password,90,60000,F
85,TKDMLB,HWSORYEDGE,9566648908 Dell Way,\N,LPMWCMH,WV,36979,US,1,HWSORYEDGE@dell.com,9566648908,5,2.99428E+15,2012/07,user85,password,39,80000,M
86,KEKMMG,EAYCFBIJMY,8481905861 Dell Way,\N,VJAIQAP,NH,10347,US,1,EAYCFBIJMY@dell.com,8481905861,3,5.73805E+15,2008/03,user86,password,50,60000,F
87,VAWCEX,AGDCPNPNJZ,1912388650 Dell Way,\N,ORQOHFO,CO,79369,US,1,AGDCPNPNJZ@dell.com,1912388650,2,1.13546E+15,2010/10,user87,password,49,40000,M
88,IMYGNF,JPVWEIGDXX,7842002899 Dell Way,\N,TMEZBHT,DC,54656,US,1,JPVWEIGDXX@dell.com,7842002899,4,3.34992E+15,2008/02,user88,password,20,60000,M
89,ZTBECR,ZZVIFZFDSR,3881306276 Dell Way,\N,HSTOLWB,GA,61593,US,1,ZZVIFZFDSR@dell.com,3881306276,2,6.91156E+15,2009/11,user89,password,34,40000,M
90,HMTYMT,UVZTACMSJE,6012148553 Dell Way,\N,LYPIAUX,KS,27127,US,1,UVZTACMSJE@dell.com,6012148553,4,1.80765E+15,2011/12,user90,password,71,20000,F
91,MAZFUU,ENVGZNQDZP,8338619980 Dell Way,\N,TIPNFXS,RI,61453,US,1,ENVGZNQDZP@dell.com,8338619980,3,6.0873E+15,2010/08,user91,password,22,20000,M
92,BFKVKY,QQXEHBEWUM,5313838823 Dell Way,\N,LISIBMX,UT,12099,US,1,QQXEHBEWUM@dell.com,5313838823,3,6.74037E+15,2010/06,user92,password,36,60000,M
93,RKAPBR,MGZOKVIXHR,7656402342 Dell Way,\N,PQSCNPC,AK,98954,US,1,MGZOKVIXHR@dell.com,7656402342,3,4.692E+15,2012/02,user93,password,21,80000,M
94,CGPUTV,THGPQDWHTM,1007417866 Dell Way,\N,AVAPYAP,NY,61905,US,1,THGPQDWHTM@dell.com,1007417866,4,7.34813E+15,2008/05,user94,password,35,20000,M
95,VXIRRQ,XGHBCPUPPQ,9091236773 Dell Way,\N,PFOQUGF,SD,91490,US,1,XGHBCPUPPQ@dell.com,9091236773,5,3.15378E+15,2008/01,user95,password,78,100000,M
96,EQPUNV,CPYRKNHACN,9652656132 Dell Way,\N,PSIVXDS,SD,97822,US,1,CPYRKNHACN@dell.com,9652656132,5,9.81699E+15,2011/12,user96,password,83,100000,M
97,MTCIVR,GNBTVBWIQP,7278548154 Dell Way,\N,QMMTEHS,DC,32789,US,1,GNBTVBWIQP@dell.com,7278548154,5,2.5578E+15,2010/11,user97,password,70,20000,M
98,UKMMQA,NKVPGDGVTS,1547526094 Dell Way,\N,INXQFBX,WA,99947,US,1,NKVPGDGVTS@dell.com,1547526094,3,9.01117E+15,2011/08,user98,password,57,60000,F
99,ABRAPB,WEIZKETDNH,9885368844 Dell Way,\N,ADNCALC,CA,95338,US,1,WEIZKETDNH@dell.com,9885368844,5,6.01551E+15,2010/06,user99,password,59,60000,M
100,FPCHLG,QLRUFUHMVL,9250484007 Dell Way,\N,ZYLKBNJ,AL,45808,US,1,QLRUFUHMVL@dell.com,9250484007,3,8.6599E+15,2010/02,user100,password,44,80000,M
101,LADSQO,JKUESHADGZ,4081060163 Dell Way,\N,ORACABM,WI,63156,US,1,JKUESHADGZ@dell.com,4081060163,3,7.21086E+15,2011/02,user101,password,45,20000,F
102,NWTCGE,WLWDLZKLNB,7874303452 Dell Way,\N,LQCMDBB,MN,52679,US,1,WLWDLZKLNB@dell.com,7874303452,1,6.54258E+15,2008/04,user102,password,73,80000,F
103,NSKRPV,OTHNDSBFER,4941352913 Dell Way,\N,HQVJSHV,MO,49863,US,1,OTHNDSBFER@dell.com,4941352913,4,7.84123E+15,2008/04,user103,password,86,80000,M
104,IKPEYI,MMMENRIFZZ,5599346700 Dell Way,\N,AISIDET,NE,82321,US,1,MMMENRIFZZ@dell.com,5599346700,4,1.62202E+15,2010/06,user104,password,22,80000,M
105,QZWZLI,LPWCYBCYCK,7270570272 Dell Way,\N,QKOVEDQ,NY,92320,US,1,LPWCYBCYCK@dell.com,7270570272,1,4.69586E+15,2011/11,user105,password,40,60000,M
106,EKHMVX,IYWKAUNLLY,5127891259 Dell Way,\N,ZGCDXUB,NH,90730,US,1,IYWKAUNLLY@dell.com,5127891259,2,8.24603E+15,2011/10,user106,password,67,100000,F
107,ZKZXTY,TEZORKZQKG,2817086674 Dell Way,\N,SNDMPTK,AR,17360,US,1,TEZORKZQKG@dell.com,2817086674,5,8.5639E+15,2012/09,user107,password,90,100000,F
108,ZTXXMC,WAUGAKRHDF,1721490290 Dell Way,\N,LQUEAVG,HI,68232,US,1,WAUGAKRHDF@dell.com,1721490290,1,4.52265E+15,2008/12,user108,password,58,20000,M
109,MYEOUF,IBGSTNWYYM,6452446201 Dell Way,\N,TCMOJSF,ME,83040,US,1,IBGSTNWYYM@dell.com,6452446201,3,7.89335E+15,2008/07,user109,password,51,80000,F
110,QEHWNI,DGCQCAPOTS,4109508464 Dell Way,\N,BIBTNMP,DC,98040,US,1,DGCQCAPOTS@dell.com,4109508464,2,5.64252E+15,2012/12,user110,password,90,60000,F
111,GIQPLW,RCYSRNLJOU,4645878337 Dell Way,\N,LIIXXLX,ID,77448,US,1,RCYSRNLJOU@dell.com,4645878337,1,7.07428E+15,2009/07,user111,password,75,80000,M
112,KHHGYJ,FRBSDKHXWQ,1754146260 Dell Way,\N,FTORQVK,AR,90684,US,1,FRBSDKHXWQ@dell.com,1754146260,3,4.79252E+15,2012/02,user112,password,37,40000,F
113,ONJXTA,ZMDJUAGKGZ,2079674498 Dell Way,\N,ZXQUHSS,MA,24662,US,1,ZMDJUAGKGZ@dell.com,2079674498,2,3.53482E+15,2009/07,user113,password,67,100000,F
114,AWUAVH,EFBFLMLLLI,3189182691 Dell Way,\N,CGQUYAZ,AZ,36056,US,1,EFBFLMLLLI@dell.com,3189182691,3,8.33401E+15,2012/05,user114,password,81,100000,F
115,RZCYDH,ZISMUEXDGE,9050788475 Dell Way,\N,TBCUAEC,ID,66758,US,1,ZISMUEXDGE@dell.com,9050788475,1,1.23568E+15,2011/02,user115,password,38,60000,F
116,JKGQKO,JWJNTMUYFV,8858951903 Dell Way,\N,BAWFCCW,WY,35427,US,1,JWJNTMUYFV@dell.com,8858951903,4,4.55977E+15,2008/03,user116,password,53,60000,M
117,SEZHNV,QBPCVNIROJ,3862314451 Dell Way,\N,NULQQLX,MS,28694,US,1,QBPCVNIROJ@dell.com,3862314451,4,4.62871E+15,2012/03,user117,password,89,60000,F
118,YUWULX,JOTWXLLHZF,8102950769 Dell Way,\N,SPVENIK,TN,99033,US,1,JOTWXLLHZF@dell.com,8102950769,4,2.40873E+15,2011/02,user118,password,53,80000,M
119,IMKGWZ,ZTXLEEKKXZ,7448935926 Dell Way,\N,GBNOLJO,IA,10295,US,1,ZTXLEEKKXZ@dell.com,7448935926,1,2.48288E+15,2008/09,user119,password,27,60000,F
120,OUCOUV,LFAPPKNPQO,6595474595 Dell Way,\N,CFALUHL,MO,37519,US,1,LFAPPKNPQO@dell.com,6595474595,4,1.47634E+15,2011/03,user120,password,39,40000,M
121,KWTFHZ,GXOQKDHZFM,6798147794 Dell Way,\N,ARGHDTP,PA,49164,US,1,GXOQKDHZFM@dell.com,6798147794,3,6.87958E+15,2012/10,user121,password,65,40000,M
122,KOZJVW,YLGBTFHGFZ,4065978990 Dell Way,\N,NNDGCWR,OR,45437,US,1,YLGBTFHGFZ@dell.com,4065978990,4,2.96072E+15,2012/01,user122,password,83,60000,M
123,WUKSSW,YUPECVKBIX,7123033009 Dell Way,\N,EPZBGTM,NJ,47412,US,1,YUPECVKBIX@dell.com,7123033009,3,4.88726E+15,2010/01,user123,password,19,60000,M
124,KDNGCI,VGKRRMZORP,2220276636 Dell Way,\N,OTWHFLS,UT,14819,US,1,VGKRRMZORP@dell.com,2220276636,3,1.51195E+15,2008/11,user124,password,79,60000,F
125,JVCRQJ,CIAOIPFXDY,3776657381 Dell Way,\N,TLDFDAG,ID,53111,US,1,CIAOIPFXDY@dell.com,3776657381,3,4.19044E+15,2008/12,user125,password,44,60000,M
126,MFLVHT,WVBLBZPASA,1160092385 Dell Way,\N,EXDEEKR,MN,84486,US,1,WVBLBZPASA@dell.com,1160092385,4,8.19472E+15,2009/02,user126,password,60,100000,F
127,ARPTOL,VZMUPMMPQK,8003738523 Dell Way,\N,TVODMAZ,MT,68240,US,1,VZMUPMMPQK@dell.com,8003738523,5,8.10493E+15,2009/09,user127,password,27,40000,F
128,TDZEYZ,RTOEGDVRWQ,7115704372 Dell Way,\N,FADGAQX,SC,58787,US,1,RTOEGDVRWQ@dell.com,7115704372,1,3.56692E+15,2012/07,user128,password,69,60000,M
129,RSPQKJ,EOPIJGFAMG,6569254887 Dell Way,\N,DSGUPAI,IL,25921,US,1,EOPIJGFAMG@dell.com,6569254887,1,7.20791E+15,2009/08,user129,password,42,20000,F
130,YRUHWI,XESDJSQQWJ,7879493371 Dell Way,\N,WQZXZGB,NH,42082,US,1,XESDJSQQWJ@dell.com,7879493371,5,1.02045E+15,2008/12,user130,password,45,20000,M
131,DILMFQ,EJAXZQTJMJ,9370650948 Dell Way,\N,IJJOLYY,HI,89715,US,1,EJAXZQTJMJ@dell.com,9370650948,2,8.4171E+15,2009/05,user131,password,48,60000,M
132,WYWMCG,MZFCTOPDXZ,2364824409 Dell Way,\N,MLLLKQI,KS,97547,US,1,MZFCTOPDXZ@dell.com,2364824409,4,3.89602E+15,2010/01,user132,password,90,60000,F
133,WXDCKC,IMWXCZUBLG,4938118819 Dell Way,\N,MXQDFYD,MA,61179,US,1,IMWXCZUBLG@dell.com,4938118819,5,6.80485E+15,2010/05,user133,password,65,40000,F
134,UJRXSE,TPHSJIEQVB,4649670859 Dell Way,\N,GZHECRT,MT,64118,US,1,TPHSJIEQVB@dell.com,4649670859,5,9.83434E+15,2008/03,user134,password,38,100000,M
135,ZSHELX,LEHTIXPJDO,9021567530 Dell Way,\N,QIQICEX,MS,19756,US,1,LEHTIXPJDO@dell.com,9021567530,3,4.04247E+15,2008/05,user135,password,87,20000,F
136,GHODSS,LMAICKLQBU,9031787945 Dell Way,\N,HJWLGJO,DE,93829,US,1,LMAICKLQBU@dell.com,9031787945,2,3.84177E+15,2012/06,user136,password,48,20000,M
137,ZGMRRZ,RZBCLRDFZM,7600041415 Dell Way,\N,CKTMZXK,TX,31046,US,1,RZBCLRDFZM@dell.com,7600041415,4,7.24215E+15,2008/10,user137,password,50,20000,F
138,XUSWLR,YODPRJPEMA,7706483551 Dell Way,\N,XYZVJVB,CO,57975,US,1,YODPRJPEMA@dell.com,7706483551,2,3.90771E+15,2008/05,user138,password,43,20000,F
139,BZPTXD,WNVFDZRDWQ,8008482630 Dell Way,\N,CSZXTCL,MO,41216,US,1,WNVFDZRDWQ@dell.com,8008482630,4,7.34655E+15,2008/10,user139,password,79,20000,M
140,LXSOUG,JZJIRMFHOX,4891437624 Dell Way,\N,HMRJYDS,OK,84489,US,1,JZJIRMFHOX@dell.com,4891437624,5,6.53303E+15,2009/01,user140,password,46,80000,M
